,text,label
3189,Add MANTLE network in bridge,neutral
3190,Is this the real Pancake Dao,neutral
3191,APT Using the Aptos token to pay commissions,neutral
3192,your shss,neutral
3193,Add BASE,neutral
3194,Will LayerZero airdrop,neutral
3195,all in cake rocket soon,neutral
3196,Pancake 1000 Airdrop,neutral
3197,Is it raining in your city,neutral
3198,new,neutral
3199,Q4 cake to the moon,neutral
3200,Q4 cake 2,neutral
3201,pancakeswap will live on linea before end of year,neutral
3202,Vote nào,neutral
3203,zkSync Pool,neutral
3204,btc founder,neutral
3205,bullRun,neutral
3206,yuya dayo,neutral
3207,Deploy on Base,neutral
3208,How Long Will This Bear Market Last,neutral
3209,How much do you expect zks to airdrop for each acc,neutral
3210,vote cho toi,neutral
3211,Bridge to Base,neutral
3212,Vote de,neutral
3213,do you suggest I all in CAKE,neutral
3214,Do you think the price of pancakes will go up more,neutral
3215,Wouldnt it be better to change the pancake icon to something more edgy,neutral
3216,nothinn,neutral
3217,Bridge to OP,neutral
3218,Vote cyber,neutral
3219,If you dont use PancakeSwap what is holding you back,neutral
3220,Bridge to zkSync Era,neutral
3221,does need bridge to all chain using LayerZero,neutral
3222,Deploy PancakeSwap onto All EVM Network,neutral
3223,Vote now,neutral
3224,vote role,neutral
3225,Deploy PancakeSwapv3 on Fantom,neutral
3226,websudo vote,neutral
3227,Deploy pancakeSwap v3 on Filecoin Virtual Machine FVM,neutral
3228,Deploy pancakeSwap  on All L2 ,neutral
3229,10000,neutral
3230,terghh,neutral
3231,Vote link3,neutral
3232,Vote test,neutral
3233,BTC,neutral
3234,bbbb,neutral
3235,WHAT,neutral
3236,vote nao,neutral
3237,Vote to win,neutral
3238,vote đi,neutral
3239,When Airdrop,neutral
3240,vote,neutral
3241,cùng vote,neutral
3242,DQHAZ Millionare,neutral
3243,innabang vote,neutral
3244,Antminner billionare,neutral
3245,Ethereum Testnet,neutral
3246,let vote,neutral
3247,Bentrld Vote,neutral
3248,Do You Want to Build a Snowman,neutral
3249,BTC 200k,neutral
3250,Vote BTC ATH,neutral
3251,Which project is best meraverse game,neutral
3252,ETH 2025 ATH 9000,neutral
3253,Brilliant,neutral
3254,Deploy sui chain to pancakeswap ,neutral
3255,concac,neutral
3256,ARB Or OP,neutral
3257,Do you want to upgrade,neutral
3258,Crosschain swap on pancakeSwap,neutral
3259,vantien22983,neutral
3260,Do you want to promote community power ,neutral
3261,Should we deploy Pancakeswap on Sui or not,neutral
3262,Do you want a stronger BSC ecosystem,neutral
3263,vote me please,neutral
3264,air for zk,neutral
3265,Pancakeswap just adds  Polygon EVM,neutral
3266,BTC 200k in May 2024 ,neutral
3267,vote to me please,neutral
3268,Luffy,neutral
3269,stake sui,neutral
3270,ETH  30000,neutral
3271,LTC 124,neutral
3272,Dinh Cong Hiệu,neutral
3273,BTC 150k,neutral
3274,btc 100k 2025,neutral
3275,BTC 100k,neutral
3276,btc 110k 2025,neutral
3277,A Happy Day,neutral
3278,Gitcoin se airdrop dot 2 chu,neutral
3279,Airdrop Lifeform,neutral
3280,Do you hold BTC,neutral
3281,What is your fauvourite l2 solution,neutral
3282,bnb up to the moon,neutral
3283,Airdrop from metamask  dont you believe it ,neutral
3284,btc 120k 2025,neutral
3285,Anime,neutral
3286,Should pancake be deployed on aave,neutral
3287,name,neutral
3288,Are you holding Meme,neutral
3289,Make CAKE great again,neutral
3290,btc 90k 2025,neutral
3291,Bull run start now,neutral
3292,thanhtin,neutral
3293,Gitcoin Passport,neutral
3294,btc 111k 2025,neutral
3295,are you still crypto,neutral
3296,Gitcoin passport 20,neutral
3297,Pancake Should Use CAKE as Gas Fees,neutral
3298,Pancakeswap should add Linea mainnet,neutral
3299,will market grow,neutral
3300,BTC UNDER 25K IN AUGUST,neutral
3301,BTC up 35k ,neutral
3302,Do you like Gary Gensler,neutral
3303,CAKE IS NEW BNB,neutral
3304,Are you making a profit or a loss,neutral
3305,The Future of Decentralized Finance,neutral
3306,Add liquid for Polygon zkevm chain at Pancakeswap,neutral
3307,Deploy Pancake on Linea,neutral
3308,Vote Gitcoin Passport 30 Point,neutral
3309,vote to me,neutral
3310,eth 100k,neutral
3311,help me vote,neutral
3312,Do you love BTC or Altcoin,neutral
3313,Gitcoin  20,neutral
3314,buy back and burn more CAKE,neutral
3315,BNB is King in the future,neutral
3316,BTC 2024 300000,neutral
3317,Pancakes v3 supports swaps and LP on Linea mainnet,neutral
3318,op 20u,neutral
3319,Proposal for DexCheck DCK Syrup Pool and Farms,neutral
3320,Test Pancake Vote 1,neutral
3321,BTC mooon,neutral
3322,Binhan,neutral
3323,vote gitcoin,neutral
3324,Cake next uptrend 150,neutral
3325,Vote for Chanh to be President,neutral
3326,ONEPICE,neutral
3327,ETH 20K in 2025,neutral
3328,BTC 40k ,neutral
3329,BTC 50k  2023,neutral
3330,upchen 2024 ,neutral
3331,BYBIT,neutral
3332,BTC 15K again before 50K,neutral
3333,wronghorstlamprey,neutral
3334,superman is man,neutral
3335,Tran Ba Thuan,neutral
3336,T8 BTC 35 25 15 ,neutral
3337,Tran Ba Thuan1,neutral
3338,Support starknet,neutral
3339,arb 40u,neutral
3340,About security in the DEFI sector,neutral
3341,Would you like to see Pancakeswap implement additional features and enhancements to improve its network and trading services,neutral
3342,Pancakeswap x Lending projects,neutral
3343,BTC  price come to 15K again,neutral
3344,Support Celo network,neutral
3345,No2,neutral
3346,OP to the moom,neutral
3347,PI To the Moon  one step closer to usercentric decentralization,neutral
3348,ETH 10k 2024 2025 ,neutral
3349,T8 BTC35k ,neutral
3350,T8 Sui 2 ,neutral
3351,eth to the moon,neutral
3352,Nguyenha,neutral
3353,Wen bull market,neutral
3354,btc tháng 8 bull,neutral
3355,Vote Help me,neutral
3356,Who is the best CEO,neutral
3357,vote nhanh a em,neutral
3358,btc bull,neutral
3359,eth bear,neutral
3360,Proposal for Adding CAKE Allocation to Bootstrap zkSync Era Liquidity,neutral
3361,Proposal for Angle Protocol agEUR Farm Optimization,neutral
3362,Proposal for Adding CAKE Allocation to Bootstrap Arbitrum One Liquidity,neutral
3363,Proposal for a CyberConnect CYBER Farm,neutral
3364,Revised Proposal for a CyberConnect CYBER Farm,neutral
3365,Proposal for Nine Chronicles WNCG Syrup Pool and Farm,neutral
3366,Proposal for ApolloX ALP Syrup Pool on Arbitrum,neutral
3367,Proposal for Adding CAKE Allocation to Bootstrap Linea Liquidity,neutral
3368,Proposal for Axelar AXL Syrup Pool and Farm,neutral
3369,Proposal for Marblex MBX Syrup Pool and Farm,neutral
3370,Proposal for Adding CAKE Allocation to Bootstrap Base Liquidity,neutral
3371,Proposal for XCAD Network XCAD and PLAY Syrup Pools and Farms,neutral
3372,Updated Proposal for XCAD Network XCAD and PLAY Syrup Pools and Farms,neutral
3373,Proposal to Redirect Multichain Warchest to CAKE Burn,neutral
3374,Proposal for a First Digital FDUSD Farm,neutral
3375,momota test,neutral
3376,Proposal for a PaisaPad PPD  IFO LaunchPad,neutral
3377,Add Sui Network to Pancake,neutral
3378,Рыллввлв,neutral
3379,Please help my parentsour house destroyed by rocket,neutral
3380,Good or bad,neutral
3381,Pancake is the best,neutral
3382,Drop from Pancakeswap,neutral
3383,Add TIA Celestia to Pancakeswap,neutral
3384,Add Optimism Network,neutral
3385,Add new token,neutral
3386,Do you do Gitpass,neutral
3387, Proposal for CAKE Rewards on Bril Finances Vaults,neutral
3388,Slicing the Cake 500 Million Tokens  The Sweet Spot of Scarcity,neutral
3389,Cake GEM,neutral
3390,Make PCS cheaper,neutral
3391,Man or woman,neutral
3392,Token Burn,neutral
3393,My Family need urgent cancer treatment,neutral
3394,Reduce inflation further,neutral
3395,Will cake pump next bullmarket,neutral
3396,Proposak For a PaisaPad,neutral
3397,Bitcoin Price Prediction 25K or 45K  Whats Your Bet,neutral
3398,To be or not to be,bullish
3399,Broken,bullish
3400,,bullish
3401,Are you pinka,bullish
3402,NFT Auction with Cake Burn,bullish
3403,Hi here,bullish
3404,Should I ,bullish
3405,NFT Bundle,bullish
3406,Compensate for Locked APR Stakers Or Give Us Some Options,bullish
3407,Cake or Uni,bullish
3408,Unlock CAKE from Pool farms,bullish
3409,Do we need new proposals,bullish
3410,More proposal,bullish
3411,Crypto as a FullTime Gig or Side Hustle,bullish
3412,Crypto Investment Strategy HODL or Active Trading,bullish
3413,Are ya winning son,bullish
3414,New Way to Add Value to Token,bullish
3415,112121,bullish
3416,Convert small assets to cake,bullish
3417,Did you get Celestia,bullish
3418,ваа,bullish
3419,when we are waiting drop L0,bullish
3420,Will CAKE ever return to 10,bullish
3421,I take donations,bullish
3422,Are you bamboozled,bullish
3423,Will Cake token hit ATH next year in 2024,bullish
3424,PancakeSwap Swap Incentives,bullish
3425,Airdrop season,bullish
3426,Has Cake foundation been doing good with their incentivizing campagins recently,bullish
3427,new proposal,bullish
3428,Improve the Governance System,bullish
3429,do you work in cryptocurrency,bullish
3430,Will we see new CAKE ATH,bullish
3431,Y or N,bullish
3432,Proposal for Scroll deployment,neutral
3433,Decrease cake staking fee,neutral
3434,Increase incentives for zkEra ecosystem,neutral
3435,Btc 39800 ,neutral
3436,Bullrun,neutral
3437,Proposal for Optimism deployment,neutral
3438,12,neutral
3439,Donate 1 cake,neutral
3440,LayerZero Aridrop  win 50 cake,neutral
3441,BTC 38k ,neutral
3442,Messi or Cristiano,neutral
3443,Increase incentives for Aptos ecosystem,neutral
3444,Dpss aol hpykyvw ohwwlu ilmvyl vy hmaly aol Uld Flhy,neutral
3445,Proposal for Mantle network expansion,neutral
3446,Proposal for more zkSync campaigns,neutral
3447,Increase proposal threshold to prevent scam votings,neutral
3448,Should Pancakeswap bring incentives for Scroll mainnet,neutral
3449,BNB season,bearish
3450,How much will BTC reach by the end of 2023,bearish
3451,iOS or Android,bearish
3452,Binance event on November 8 what do people expect,neutral
3453,Expand to SUI network and incentivize its ecosystem,neutral
3454,Proposal for orderbook deployment,neutral
3455,uptrend ,neutral
3456,Add STG to default token list,neutral
3457,Support bridging to Zora network,neutral
3458,Afterburn start adjustment,neutral
3459,After Burner Bounty,neutral
3460,11112222,neutral
3461,hahahaha,neutral
3462,DUMP seasion,neutral
3463,is that pump party,neutral
3464,New proposal Add more zkEra token in crosschain swap feature,neutral
3465,wen binance,neutral
3466,wen moon,neutral
3467,With the UniSwap exploit now happening are pancakeswap users safeunaffected We should review our smart contracts for any risk,neutral
3468,cake to the moon,neutral
3469,cake 50,neutral
3470,New proposal Expand to Starknet ecosystem,neutral
3471,Is the BULL BACK,neutral
3472,Adding liquidity to any pair with only ONE token,neutral
3473,Coke or Pepsi,neutral
3474,Allow Governance Voting To CAKE holders of other networks,neutral
3475,People buy cake,neutral
3476,ETF Bitcoin,neutral
3477,commission on swap and replenishment of the pool of pancake protectors game,neutral
3478,Proposal for CAKE Rewards on Bril Finances Vaults,neutral
3479,reward for users who survived the bear,neutral
3480,More Pools,neutral
3481,Brils Manager Fee is so high,neutral
3482,Is bear market over,bullish
3483,CAKE BACK TO 05,bullish
3484,Cake to 20 again,bullish
3485,cake to 20 lesgo,bullish
3486,cake to 100 in next bull run,bullish
3487,CAKE is the best gainer of next bull run,bullish
3488,Are you bullish on CAKE,bullish
3489,LFG to the moon,bullish
3490,Are are you bullish on CAKE,bullish
3491,BTC 50K 01012024,neutral
3492,Do you like CAKE,neutral
3493,Which chain do you like,neutral
3494,Do you think the price of CAKE will exceed 10 by the end of the year,neutral
3495,Which do you like CAKE or cake,neutral
3496,What should pancake swaps focus on,neutral
3497,Do you think PancakeSwap should develop apps for smartphones,neutral
3498,Which chain should PancakeSwap focus on,neutral
3499,Do you want PancakeSwap merchandise,neutral
3500,Will cake reach ATH in the next bull run,bullish
3501,How much time are you comfortable locking Cake,bullish
3502,Cake price can reach 20 in 2024,bullish
3503,Will cake will outperform bnb in the next bull run,neutral
3504,Wen drop,bullish
3505,Burn all V1 Syrup Pools deposited Cakes,bullish
3506,MORE POOL OPTIONS,neutral
3507,cake vs uni which one will go higher,neutral
3508,Will cake ever gonna reach its ath,neutral
3509,Will there be an IFO on pancakeswap this year,neutral
3510,So im staking cake for 234 APY but is it safe,neutral
3511,What are your CAKE targets,neutral
3512,Are you bullish on Binance ecosystem,neutral
3513,will you buy cake if it is going back under 2,neutral
3514,What is your average cake price,neutral
3515,What will be the cake price in 20242025,neutral
3516,Proposal to Adjust Voting Power Requirements to Reduce Spam,neutral
3517,Proposal for CAKE Rewards on Range Protocols Vaults,neutral
3518,Guys I need some bnb,neutral
3519,New BULL Market,neutral
3520,Do you want to increase the lottery frequency Multiple times a day,neutral
3521,Proposal for more farms on ETHEREUM  ARBITRUM,neutral
3522,Deploy on new Blockchains quickly,neutral
3523,PROPOSAL FOR WEEKLY AND MONTHLY PREDICTION,neutral
3524,PROPOSAL TO USE PART OF PREDICTION FEES FOR A REWARD SYSTEM FOR PREDICTON PLAYERS,neutral
3525,PROPOSAL TO GIVE INCENTIVE TO STAKE CAKE,neutral
3526,Bull or Bear,neutral
3527,PROPOSAL FOR A NFT LOTTERY,neutral
3528,new IDOs on CAKE,neutral
3529,Best place to stake BNB cake,neutral
3530,On which chain the next ifo will be,neutral
3531,will cake reach 3 before 2024,neutral
3532,can cake ever will be deflationary,neutral
3533,fury or usyk,neutral
3534,Lambo or Mclaren,neutral
3535,Add TradingView style charts to swap page,neutral
3536,Referring to rollbitcom add some products suitable for pancake to bring more destruction to the cake,neutral
3537,Proposal to Launch veCAKE,neutral
3538,CZ goes to jail,neutral
3539,Cz can Back again,neutral
3540,Pyth Network Retrospective Airdrop for PancakeSwap Users,neutral
3541,2024 F1 Champion Lewis Hamilton,neutral
3542,Can CZ back again in world history again,neutral
3543,Binance will be next FTX,neutral
3544, cake  vote ,neutral
3545,Important,neutral
3546,Will CZ invest in CAKE,neutral
3547,Redefine would like to Monitor Pools,neutral
3548,Will pancakeswap dominate bnb chain for 5 years,neutral
3549,Staking BNB for 24 APY while keeping full control of your coins sounds too good to be true but on blockscape its a thing,neutral
3550,Proposal for APX Finance ALP Syrup Pool on Arbitrum,neutral
3551,Title Proposal for PancakeSwap Website Feature Enhancement,neutral
3552,CAKEWBNB BRIL7,neutral
3553,Do you think CZ leaving Binance will affect PancakeSwap,neutral
3554,Add USDC to common traded tokens on BNB chain,neutral
3555,Proposal for a CAKE Crypto Token ETF,neutral
3556,Do you believe that the regulation process will be good for Binance and consequently for PancakeSwap,neutral
3557,Delaem,neutral
3558,CAKE to 10,neutral
3559,Will SEC approve ETF,neutral
3560,Will cake reach 15,neutral
3561,Would you accept higher inflation of CAKE supply if it meant the locked staking  APY was much higher,neutral
3562,We will see a crash in cake before  end of year,neutral
3563,Is cake a security,neutral
3564,Are we in early stages of a bull run,neutral
3565,Be wary of scams being posted in proposals here,neutral
3566,Can cake make a new all time high in the next bull run,neutral
3567,CAKE now a stakeable asset on the best noncustodial zero risk staking platform with 148 APY,neutral
3568,Will Bitcoin hit 40000 before 2024,neutral
3569,For decision,neutral
3570,Launchpad,neutral
3571,Next week BTC Break 40K,neutral
3572,Helping Hands,neutral
3573,ETH Next Week Hit 2200,neutral
3574,yes,neutral
3575,1 vote please,neutral
3576,BTC next week hit 42000,neutral
3577,Next airdrop,neutral
3578,BTC  hit 100K  during 2025,neutral
3579,ETHBTC  up or down,neutral
3580,CZ will be killed,neutral
3581,BTC 32000 next month,neutral
3582,she will accept me QAQ,neutral
3583,vote APY and APR and vecake ,neutral
3584,Does she love me,neutral
3585,CAKE will great again,neutral
3586,BTC  back to 8000,neutral
3587,world war 3,neutral
3588,a vote please,neutral
3589,Will I be rich next year,neutral
3590,ETH will hit 2300 next month,neutral
3591,CAKE is building,neutral
3592,BRC20 is a peace of shit,neutral
3593,SOL is better then ETH,neutral
3594,I will get rich,neutral
3595,HOLD CAKE TO DA MOON,neutral
3596,Add Solana to Pancake,neutral
3597,Should Pancake Swap be integrated with more projects from Gaming Niche,neutral
3598,Bitcoin price will hit 148 million by 2030,neutral
3599,Do you love me,neutral
3600,1000 years BULLRUN,neutral
3601,cake 100u in 2025,neutral
3602,Cake 100,neutral
3603,BTC 50k by the end of the year,neutral
3604,Will BTC reach 200k in 5 years,neutral
3605, At least read my text and vote carefully on behalf of everyone  It is very important to raise the vote so that the operators of the decentralized Kik currency exchange pay attention ,neutral
3606,Best dex,neutral
3607,Bitcoin 150K,neutral
3608,Can bnb hit new ATH in 2024,neutral
3609,Which one will you choose in the next bull run,neutral
3610,btc or eth,neutral
3611,Best altcoin to buy now,neutral
3612,Ustc 1 pack upto 2025,neutral
3613,Pancakeswap增加链上代币授权查询解除授权功能,neutral
3614,Do you think staking APY should be increased,neutral
3615,Do you still believe in CAKEBNB after CZ has left,neutral
3616,Allow for more tokens to be added to favorites on selection list,neutral
3617,Will cake reach new all time highs in the next bull run,neutral
3618,Are we in the start of a bull market,neutral
3619,Will there be new IDO on Cake,neutral
3620,How long have you held CAKE,neutral
3621,Do you want CAKE burning to continue long term,neutral
3622,Good mood everybody,neutral
3623,Bitcoin will see 31000 before 44000,neutral
3624,Make all in one dashboard,neutral
3625,There are scams being posted here be careful,neutral
3626,Do you think BNB can make a new all time high,neutral
3627,Is Binance going to survive ,neutral
3628,Did you know about the new CAKE voting on official page,neutral
3629,How long bullmarket will be,neutral
3630,Will Binance remain the 1 CEX during the next bull run,neutral
3631,Would you accept higher CAKE token inflation in exchange for higher staking APY,neutral
3632,Should Pancakeswap be deployed on Optimism network next,neutral
3633,Will you hold CAKE for more than 1 year,neutral
3634,Add veCAKE to strategies,neutral
3635,Proposal to Adjust PancakeSwaps Max Supply to 250 Million Tokens A Thoughtful Analysis,neutral
3636,Sync with Snapshot,neutral
3637,Do you find the Snapshot DAO productive,neutral
3638,Do you hold any other DEX tokens,neutral
3639,Biden or Trump,neutral
3640,Hello i am new here ,neutral
3641,Nice to meet you All,neutral
3642,Staking cake For BTC,neutral
3643,Hello Im new Here ,neutral
3644,Im new bee,neutral
3645,Hello All Im new here,neutral
3646,Is it safe to stay on the BNB Smart Chain,neutral
3647,Should we publish senseless proposals here,neutral
3648,Good morning to all,neutral
3649,What is up broskis bull market coming 2024,neutral
3650,YOYO WADDDDDUP,neutral
3651,BNB to 10 2024,neutral
3652,Im new here,neutral
3653,Hello How are all,neutral
3654,Cake token Is the best,neutral
3655,Nice project,neutral
3656,Im new here ,neutral
3657,The Claim Process for the Pyth Network Retrospective Airdrop is now live for PancakeSwap Users,neutral
3658,pray for new,neutral
3659,Nice to meet you ,neutral
3660,This Very important,neutral
3661,Im Back ,neutral
3662,Love for Pancakeswap,neutral
3663,This is great project ,neutral
3664,CAKE to the moon ,neutral
3665,Pancake swap needs to reduce fees in Linea,neutral
3666,Nice to meet you all,neutral
3667,Ceke is Best,neutral
3668,Does PancakeSwap team have to moderate these Snapshot proposals,neutral
3669,Cake is My Favorite token,neutral
3670,Cake Is Better than all other ,neutral
3671,I am new here,neutral
3672,Cake is very powerful Token,neutral
3673,Will CAKE create new all time high ATH in next bull run,neutral
3674,CAKE THE BEST DEX,neutral
3675,Love For Cake User,neutral
3676,Should CAKE conduct an airdrop for the next Bull cycle,neutral
3677,Cake Is Best,neutral
3678,Cz can Back Again,neutral
3679,Deploy on Scroll network,neutral
3680,Do you think CAKE can make a new all time high without CZ,neutral
3681,If you could only hold CAKE or BNB which would you pick,neutral
3682,Will CZs stepping down as CEO hurt CAKE price,neutral
3683,We are crypto lovers,neutral
3684,Should there be more IFOs on PCS platform,neutral
3685,Do we like the new CEO of Binance,neutral
3686,Dota or CS 2,neutral
3687,Will you buy more CAKE before the end of 2023,neutral
3688,Have you ever sold any of your CAKE,neutral
3689,CAKE 3 until the end of 2023,neutral
3690,This Is Very Nice project ,neutral
3691,Im New here pray for me,neutral
3692,Cake Must be 3,neutral
3693,Im back ,neutral
3694,Nice to see you all,neutral
3695,Thanks for All,neutral
3696,Is Cake Over 3,neutral
3697,Better than all others,neutral
3698,Im New ,neutral
3699,How are you all,neutral
3700,Make Proposal Creation Requirement 50 000,neutral
3701,Be there,neutral
3702,Nice Section,neutral
3703,Make Cake ATH,neutral
3704,Wen binanace,neutral
3705,Cake gave the best returns last Bull now it gonna do the same in the Upcoming BULL,neutral
3706,ARB go to moon,neutral
3707,Earning Tricks,neutral
3708,Happy birthday,neutral
3709,CAKE now a stakeable asset on the best noncustodial zero risk staking platform with 10 APY,neutral
3710,CAKE now a stakeable asset on the best noncustodial zero risk staking platform with 11 APY,neutral
3711,CAKE now a stakeable asset on the best noncustodial zero risk staking platform with 13 APY,neutral
3712,CAKE now a stakeable asset on the best noncustodial zero risk staking platform with 14 APY,neutral
3713,Pancake swap need,neutral
3714,CAKE now a stakeable asset on the best noncustodial zero risk staking platform with 16 APY,neutral
3715,CAKE now a stakeable asset on the best noncustodial zero risk staking platform with 15 APY,neutral
3716,Pyth Network Retrospective Rewards for PancakeSwap Users LPs and CAKE holders,neutral
3717,CAKE now a stakeable asset on the best noncustodial zero risk staking platform with 17 APY,neutral
3718,CAKE now a stakeable asset on the best noncustodial zero risk staking platform with 18 APY,neutral
3719,CAKE now a stakeable asset on the best noncustodial zero risk staking platform with 19 APY,neutral
3720,Join wormhole ecosystem,neutral
3721,GM all,neutral
3722,Hey you,neutral
3723,Proposal to change pancake to waffle,neutral
3724,boomz,neutral
3725,I want to win cake to stake,neutral
3726,50k proposal to high,neutral
3727,Increase proposal limit,neutral
3728,Delete Scam Proposals With Fake Links,neutral
3729,Stop this spam,neutral
3730,NEW JACKPOT,neutral
3731,Cake alt,neutral
3732,Future and safe currency,neutral
3733,INNOVATIONS,neutral
3734,Is it worth staking cake for rewards,neutral
3735,PvP Games of Skill  CAKE Wagering,neutral
3736,CAKE能否上棋牌类的小游戏,neutral
3737,Can BNB cross all Time High,neutral
3738,Drop for proposal activity,neutral
3739,Anyone want drop for Pancakeswap activity,neutral
3740,any zenex,neutral
3741,dumok,neutral
3742,Shiba or Pepe,neutral
3743,apt or sui,neutral
3744,layerzero vs wormhole,neutral
3745,LZ vs ZK,neutral
3746,hold cake to reduce provider fee,neutral
3747,chto,neutral
3748,cake vs uni,neutral
3749,Deploy PancakeSwap in Solana,neutral
3750,square pants,neutral
3751,Do you currently have any CAKE staked,neutral
3752,Would you be ok with higher CAKE inflation if staking rewards were also increased,neutral
3753,Pyth Network Retrospective Rewards for PancakeSwap Users,neutral
3754,After a Successful DAO Vote Lido decided to Launch the Second Phase of the LDO Distribution,neutral
3755,layerzero VS Zksync Who will distribute the air drops first,neutral
3756,What will be the price of the STARKNET air drop tokens,neutral
3757,Participate in PancakeSwap Phase 3 Airdrop Reward pool of 5m CAKE and get exlusive NFT,neutral
3758,Stop spaming here,neutral
3759,Does this DAO make sense now,neutral
3760,Cake currency chart has a strange profit ahead  ,neutral
3761,1year Locked Cake Holders airdrop,neutral
3762,Cake will exceed its ATH in 2024,neutral
3763,will we have new ATH,neutral
3764,delaem,neutral
3765,ATH vs ATL,neutral
3766,GAng vs esh,neutral
3767,If CAKE staking rewards were increased would you be ok with more token inflation,neutral
3768,Will you buy more CAKE or BNB before the end of 2023,neutral
3769,After a Successful DAO Vote Pancakeswap decided to Launch the Phase 1 of the gCAKE Cake Gold Distribution,neutral
3770,BNB and CAKE now a stakeable on the best noncustodial zero risk staking platform with upto  APY,neutral
3771,Expand PancakeSwap on Scroll Mainnet,neutral
3772,BNB vs CAKE which one will you choose,neutral
3773,What is your target price of cake when bull run comes,neutral
3774,Create new season for Pancake Game,neutral
3775,APT vs SUI,neutral
3776,BNB vs KCS,neutral
3777,Will CAKE reach 3 by the  of 2023,neutral
3778,Will you buy more CAKE in 2023,neutral
3779,Cake to 5,neutral
3780,CAKE Airdrop for Holder,neutral
3781,help grandmother,neutral
3782,Proposal for CAKE Rewards on DefiEdges Vaults,neutral
3783,Here proposal is chat,neutral
3784,BNB and CAKE now a stakeable on the best noncustodial zero risk staking platform with upto 184 APY,neutral
3785,real uptrend in November 2024,neutral
3786,Can Btc reach 50k until the end of 2023,neutral
3787,Will CAKE go to 3 or 2 first,neutral
3788,Cake or Uniswap on a long distance,neutral
3789,Autocompound on veCake benefits,neutral
3790,CAKE incentives for swap and defi,neutral
3791,The future price of Pancake,neutral
3792,Bring back AutoCompounding for Cake Staking,neutral
3793,Add filter for stable farms,neutral
3794,When single LP Pool in Cake,neutral
3795,Would you sell any cake at 5,neutral
3796,Would you support a CAKE airdrop instead of gradual token inflation,neutral
3797,WILL BE ETH PRICE ABOVE 4000 BEFOR END 2023,neutral
3798,WILL BE BTC PRICE ABOVE 55000 BEFOR END 2023 YES OR NO,neutral
3799, Remaining veCAKE ,neutral
3800,Agree or not I want cake to increase apr,neutral
3801,Do you think CAKE can make a new alltime high,neutral
3802,How much  do you have in CAKE right now,neutral
3803,Do you want Pancakeswap to made its mobile wallet app version like its competitor,neutral
3804,Have you submitted a new proposal of your own,neutral
3805,Will CAKE be able to reach its previous ATH at 442 in the next 2024 bull run,neutral
3806,How are doing,neutral
3807,Will ETH be able to reach 2500 in this year,neutral
3808,AGREE,neutral
3809,Vitalik Buterin genius,neutral
3810,Future BTC price,neutral
3811,Elon Musk vs Mark Zuckerberg,neutral
3812,BEST L2,neutral
3813,Bitcoin 1M next year,neutral
3814,Best season for crypto,neutral
3815,Next Bullrun BTC price,neutral
3816,Eminem GOAT,neutral
3817,APT price,neutral
3818,Do you read proposals,neutral
3819,IQ TEST,neutral
3820,Are you GAY,neutral
3821,12,neutral
3822,22,neutral
3823,CAKE future,neutral
3824,BlackWhite,neutral
3825,2,neutral
3826,3,neutral
3827,4,neutral
3828,Airdrop hunting 2,neutral
3829,cake go to the moon in 2024,neutral
3830,How much of your portfolio is CAKE right now,neutral
3831,Will you sell any CAKE if it goes over 4,neutral
3832,BNB or BASE,neutral
3833,How long have you been holdingstaking CAKE,neutral
3834,should Pancake add more betting games,neutral
3835,Will Cake reach its previous ATH,neutral
3836,Could swaps in cake be reimbursed in the gas fee,neutral
3837,Does Cake can touch new all time high in this bull run,neutral
3838,Cake 100 In this Bull Run,neutral
3839,Pancake should Create its own NFT Marketplace,neutral
3840,Bitcoin price prediction by 2024,neutral
3841,Fix Syrup Pools or change it,neutral
3842,Is Cake really deflationary,neutral
3843,Proposal to migrate vCAKE to veCAKE,neutral
3844,Preferred CAKE tokenomics going forward,neutral
3845,Locked Cake holders should receive compensation,neutral
3846,Vote giúp mình nha,neutral
3847,We need platform to farm memecoins with CAKE,neutral
3848,Proposal for CAKE allocation to Position Managers,neutral
3849,2024,neutral
3850,Merry Christmas wishes,neutral
3851,Help me I got a lot of problems but you can solve it,neutral
3852,Help me I got a lot of problems but you can solve it I HAVE LOCKED 76000 IM NOT BEGGAR,neutral
3853,NOT BEGGING I NEED UNLOCK MY 76000 CAKE TOKENS ,neutral
3854,Proposal for Adding CAKE Allocation to Bootstrap opBNB Liquidity,neutral
3855,Squad staking,neutral
3856,Proposal for APX Finance ALP Syrup Pool on opBNB,bullish
3857,More Passive Income from Pool with balanced stable Supply,bullish
3858,Proposal to Launch veCAKE on zkSync,bullish
3859,EMPOWER ULTRASOUND CAKE,bullish
3860,Proposal to Reduce CAKE Token Total Supply,neutral
3861,Proposal for Cakepie CKP cIFO to be Hosted on PancakeSwap,neutral
3862,Proposal to Launch veCAKE on Polygon zkEVM,neutral
3863,Proposal for a Xai Network XAI Farm on Arbitrum,neutral
3864,Proposal for Enable HTDUSDT 005 fee tier V3 gauge on BNB Chain,neutral
3865,Project ProposalVina Cake Transforming DeFi with Exclusive NFTs and UserFriendly Transactions,neutral
3866,Proposal to Launch veCAKE on Linea,neutral
3867,Proposal for KitchenDiscretionary CAKE Emissions,neutral
3868,Proposal for a Pandora PANDORA Farm on Ethereum,neutral
3869,Proposal to Launch veCAKE on Base,neutral
