,text,label
1090,Free for all NFT buy  sell page,neutral
1091,start of bull market,neutral
1092,Launch RocketPool rETH pool to promote decentralization,bullish
1093,The latest issue of IFO Do you want to participate,bearish
1094,Add a WISBBNB Liquidity Pool with CAKE Emissions,neutral
1095,TEMP CHECK Aave  Flipside Proposal,neutral
1096,Swap Community ETHW,bearish
1097,Help with relief Operations for Tropical Storm Nalgae victims,neutral
1098,BIP 63 Badger Boost PowerUp,bullish
1099,Proposal Balancer V2 Authorize Balancer Labs to emergency pause,bullish
1100,Just be patient and wait cake to the universe,bullish
1101,world war 3,neutral
1102,BIP402 Enable Overnight Steady Accord Pool Gauge Optimism,bearish
1103,Why Cake and BNBchain so good but low users,neutral
1104,有通过持有crv得到空投奖励吗,bullish
1105,Multichain,bearish
1106,AIP113 Extending AIP1  the DAO Process  Process,bullish
1107,Deploy PancakeSwap in Solana,neutral
1108,sCIP46  Gauge substitution on Fantom,bullish
1109,Limited Edition Seasonal NFT,neutral
1110,BIP571 Deploy Balancer on Monad,neutral
1111,Approve bounty of xSUSHIs incident,bearish
1112,ZEIP96  Metatransactions and Multiplex Upgrades,bearish
1113,Deploy Balancer to Optimism managed by BeethovenX,bearish
1114,Burn staking pool,bearish
1115,是否应该将币安提CRV币的手续费降低,bullish
1116,今天是哪一天,bullish
1117,BIP123 Enable cbETHwstETH Gauge Ethereum,bullish
1118,ARFC Migrate Holdings from v2 to v3 and acquire wstETH and rETH,neutral
1119,CAKE Price Forecast for November 2023,neutral
1120,Temperature Check Delegation of UNI to Active but Underrepresented Delegates,bullish
1121,Will you continue to hold CAKE,bearish
1122,ARFC Aave Funding Update,bullish
1123,no 1,neutral
1124,Bitcoin Price Prediction 25K or 45K  Whats Your Bet,bullish
1125,hello,bearish
1126,Activate Uniswap Protocol Governance,bullish
1127,Special PancakeSquad NFT holders IFO  allocation,neutral
1128,Using cake to buy nfts,neutral
1129,1 vote please,neutral
1130,希望强大的社区能给予帮助,bearish
1131,i want to live,neutral
1132,ARFC Aave V3 Deployment on BNB Chain,neutral
1133,cake donation to support small projects,bullish
1134,I want buy Ducati Panigale V4S  Please help me with some cake,neutral
1135,CIP19  Add GUSD Metapool,bearish
1136,AIP344  Moving gallery for the DAO,bullish
1137,To extend locked staking beyond 52 wks,bearish
1138,ARC Platypus Finance Rescue Mission,bullish
1139,Proposal Increase TEL capTier from cap1 to cap2 1M  3M,bearish
1140,How much time are you comfortable locking Cake,bullish
1141,BIP52 Allocate BAL Liquidity to Aave,neutral
1142,CIP 17  Claim to veCRV option,bullish
1143,Enable HAUSWETH 8020 veBAL Gauge,bearish
1144,IFO Basic,bearish
1145,Boosted Pools Authorize Balancer Labs to emergency pause,bullish
1146,when to da moon,bearish
1147,LP with CAKE,bullish
1148,ARFC CRV V2 Ethereum Deprecation Plan,bearish
1149,AutoFarm Refund and New Collaboration with Venus,neutral
1150,Proposal for a SingularityDAO SDAO Farm,neutral
1151,Voting test,bearish
1152,BIP618 Enable D2DGYD 8020 Gauge Arbitrum,neutral
1153,Do you want PancakeSwap merchandise,bullish
1154,TEMP CHECK Add sFRAX to Ethereum V3,neutral
1155,AIP22 Staking Pool Allocation Reloaded  Ecosystem Fund Allocation,bullish
1156,ARC V3 Supply Cap Recommendations for Uncapped Assets Fasttrack,neutral
1157,Temperature Check  Optimistic Funding for 0x Improvement Proposals,bullish
1158,Add persian language,neutral
1159,Provide more details for all tokens in farming,bullish
1160,ARC Risk Parameter Updates for Aave V2 and Aave Arc Fireblocks 20220526,bullish
1161,Can i have some cake,neutral
1162,BIP37 Allocate BAL Liquidity to Polygon  Arbitrum Multichain Bridge,neutral
1163,Predictions  Betting on higher odds will burn more cake,bearish
1164,BIP339 Enable Stafi rETHWETH Gauge 10 Cap Arbitrum,neutral
1165,你认为Curve需要优化它的网站UI吗,bullish
1166,BIP114 Symmetric as the Official Friendly Fork of Balancer on Celo,bullish
1167,Revised ARC Add 1INCH as collateral,bullish
1168,Proportional AutoCake pool APY,bullish
1169,ARC Add support for LUSD Liquity,bullish
